date,app_category,usage_phone (min),usage_mac (min)
2024-02-04,finance,0.9333333333333333,0.0
2024-02-04,games,0.0,0.0
2024-02-04,journal,0.0,0.0
2024-02-04,maps,111.41666666666667,0.0
2024-02-04,music,99.08333333333333,0.0
2024-02-04,news,9.133333333333333,0.0
2024-02-04,other,0.0,0.9166666666666666
2024-02-04,photo,0.0,0.0
2024-02-04,productivity,1.45,5.883333333333334
2024-02-04,reference,4.016666666666667,0.0
2024-02-04,shopping,0.0,0.0
2024-02-04,social,1.8833333333333333,0.0
2024-02-04,streaming,0.0,0.0
2024-02-04,utilities,0.0,0.0
2024-02-04,youtube,42.766666666666666,0.0
2024-02-05,browser,3.0,152.15
2024-02-05,communication,4.883333333333333,0.0
2024-02-05,dasher,0.0,0.0
2024-02-05,data entry,0.9333333333333333,0.0
2024-02-05,finance,1.8333333333333335,0.0
2024-02-05,games,0.0,0.0
2024-02-05,journal,4.533333333333333,0.0
2024-02-05,maps,5.833333333333333,0.0
2024-02-05,music,1.8333333333333333,0.0
2024-02-05,news,12.066666666666666,0.0
2024-02-05,other,0.9833333333333333,0.0
2024-02-05,photo,0.03333333333333333,0.0
2024-02-05,productivity,7.3,45.05
2024-02-05,reference,3.6833333333333336,0.0
2024-02-05,shopping,1.3333333333333333,0.0
2024-02-05,social,9.133333333333333,0.0
2024-02-05,streaming,49.6,0.0
2024-02-05,utilities,0.8666666666666667,0.0
2024-02-05,youtube,0.0,0.0
2024-02-06,browser,5.866666666666666,217.78333333333333
2024-02-06,communication,2.75,0.08333333333333333
2024-02-06,dasher,0.0,0.0
2024-02-06,data entry,0.0,0.0
2024-02-06,finance,1.1,0.0
2024-02-06,games,0.0,0.0
2024-02-06,journal,0.0,0.0
2024-02-06,maps,0.6166666666666667,0.0
2024-02-06,music,0.3333333333333333,0.0
2024-02-06,news,14.400000000000002,0.0
2024-02-06,other,1.2666666666666666,0.0
2024-02-06,photo,0.016666666666666666,0.0
2024-02-06,productivity,5.783333333333333,123.41666666666667
2024-02-06,reference,3.6,0.0
2024-02-06,shopping,0.0,0.0
2024-02-06,social,5.666666666666667,0.0
2024-02-06,streaming,24.216666666666665,0.0
2024-02-06,utilities,0.0,0.5
2024-02-06,youtube,0.0,0.0
2024-02-07,browser,7.8,130.35
2024-02-07,communication,1.1,0.8166666666666667
2024-02-07,dasher,0.0,0.0
2024-02-07,data entry,2.2,0.0
2024-02-07,finance,1.0333333333333332,0.0
2024-02-07,games,0.0,0.0
2024-02-07,journal,0.0,0.0
2024-02-07,maps,0.55,0.0
2024-02-07,music,2.0,0.0
2024-02-07,news,14.75,0.0
2024-02-07,other,3.066666666666667,0.0
2024-02-07,photo,0.05,0.0
2024-02-07,productivity,9.116666666666667,172.25
2024-02-07,reference,4.733333333333333,0.0
2024-02-07,shopping,0.0,0.0
2024-02-07,social,37.61666666666667,0.0
2024-02-07,streaming,50.2,0.0
2024-02-07,utilities,0.0,0.4666666666666667
2024-02-07,youtube,23.566666666666666,0.0
2024-02-08,browser,1.5833333333333333,83.48333333333333
2024-02-08,communication,7.383333333333333,0.0
2024-02-08,dasher,0.0,0.0
2024-02-08,data entry,0.5666666666666667,0.0
2024-02-08,finance,0.0,0.0
2024-02-08,games,0.0,0.0
2024-02-08,journal,0.0,0.0
2024-02-08,maps,0.0,0.0
2024-02-08,music,0.0,0.0
2024-02-08,news,15.733333333333333,0.0
2024-02-08,other,0.6333333333333333,0.09999999999999999
2024-02-08,photo,0.03333333333333333,0.0
2024-02-08,productivity,0.8333333333333333,106.18333333333334
2024-02-08,reference,2.8833333333333333,0.0
2024-02-08,shopping,0.0,0.0
2024-02-08,social,2.05,0.0
2024-02-08,streaming,0.0,0.0
2024-02-08,utilities,0.0,0.0
2024-02-08,youtube,0.0,0.0
2024-02-09,browser,0.0,41.36666666666667
2024-02-09,communication,0.0,0.0
2024-02-09,dasher,0.0,0.0
2024-02-09,data entry,0.15,0.0
2024-02-09,finance,0.0,0.0
2024-02-09,games,0.0,0.0
2024-02-09,journal,0.0,0.0
2024-02-09,maps,0.0,0.0
2024-02-09,music,0.0,0.0
2024-02-09,news,0.0,0.0
2024-02-09,other,0.0,0.0
2024-02-09,photo,0.0,0.0
2024-02-09,productivity,0.7833333333333333,16.599999999999998
2024-02-09,reference,1.15,0.0
2024-02-09,shopping,0.0,0.0
2024-02-09,social,0.0,0.0
2024-02-09,streaming,25.333333333333332,0.0
2024-02-09,utilities,0.0,0.0
2024-02-09,youtube,0.0,0.0
2024-02-10,browser,4.6000000000000005,109.2
2024-02-10,communication,0.6166666666666667,0.8999999999999999
2024-02-10,dasher,0.0,0.0
2024-02-10,data entry,4.116666666666666,0.0
2024-02-10,finance,0.0,0.0
2024-02-10,games,0.0,0.0
2024-02-10,journal,0.0,0.0
2024-02-10,maps,1.1666666666666667,0.0
2024-02-10,music,0.0,0.0
2024-02-10,news,46.766666666666666,0.0
2024-02-10,other,0.0,0.0
2024-02-10,photo,0.0,0.0
2024-02-10,productivity,0.0,34.266666666666666
2024-02-10,reference,3.25,0.0
2024-02-10,shopping,0.0,0.0
2024-02-10,social,5.75,0.0
2024-02-10,streaming,0.0,0.0
2024-02-10,utilities,0.0,0.7
2024-02-10,youtube,9.516666666666667,0.0
2024-02-11,browser,3.5166666666666666,105.45
2024-02-11,communication,6.466666666666667,0.11666666666666667
2024-02-11,dasher,0.0,0.0
2024-02-11,data entry,0.36666666666666664,0.0
2024-02-11,finance,0.0,0.0
2024-02-11,games,0.0,0.0
2024-02-11,journal,0.0,0.0
2024-02-11,maps,23.18333333333333,0.0
2024-02-11,music,5.183333333333334,0.0
2024-02-11,news,18.233333333333334,0.0
2024-02-11,other,4.433333333333334,0.16666666666666666
2024-02-11,photo,1.9000000000000001,0.0
2024-02-11,productivity,4.683333333333334,162.88333333333333
2024-02-11,reference,11.516666666666667,10.133333333333333
2024-02-11,shopping,0.0,0.0
2024-02-11,social,8.5,0.0
2024-02-11,streaming,0.0,0.0
2024-02-11,utilities,2.2,0.0
2024-02-11,youtube,113.08333333333333,0.0
2024-02-12,browser,2.8833333333333333,80.6
2024-02-12,communication,1.4,0.05
2024-02-12,dasher,0.0,0.0
2024-02-12,data entry,0.0,0.0
2024-02-12,finance,0.0,0.0
2024-02-12,games,0.0,0.0
2024-02-12,journal,0.0,0.0
2024-02-12,maps,0.7833333333333333,0.0
2024-02-12,music,0.0,0.0
2024-02-12,news,12.866666666666665,0.0
2024-02-12,other,4.116666666666666,0.0
2024-02-12,photo,0.23333333333333334,0.0
2024-02-12,productivity,8.216666666666667,67.66666666666667
2024-02-12,reference,5.45,8.883333333333333
2024-02-12,shopping,0.0,0.0
2024-02-12,social,2.75,0.0
2024-02-12,streaming,25.1,0.0
2024-02-12,utilities,0.0,0.0
2024-02-12,youtube,0.0,0.0
2024-02-16,browser,0.0,152.95
2024-02-16,communication,4.15,2.5
2024-02-16,dasher,0.0,0.0
2024-02-16,data entry,0.0,0.0
2024-02-16,finance,0.0,0.0
2024-02-16,games,0.0,0.0
2024-02-16,journal,0.0,0.0
2024-02-16,maps,0.0,0.0
2024-02-16,music,0.0,0.0
2024-02-16,news,0.0,0.0
2024-02-16,other,0.5,7.933333333333334
2024-02-16,photo,0.016666666666666666,0.0
2024-02-16,productivity,0.0,94.91666666666667
2024-02-16,reference,0.7999999999999999,0.0
2024-02-16,shopping,0.0,0.0
2024-02-16,social,0.0,0.0
2024-02-16,streaming,0.0,0.0
2024-02-16,utilities,0.0,0.0
2024-02-16,youtube,0.0,0.0
2024-02-17,browser,0.0,121.38333333333333
2024-02-17,communication,24.2,0.03333333333333333
2024-02-17,dasher,0.0,0.0
2024-02-17,data entry,1.3166666666666667,0.0
2024-02-17,finance,3.4,0.0
2024-02-17,games,0.0,0.0
2024-02-17,journal,0.0,0.0
2024-02-17,maps,0.8166666666666667,0.0
2024-02-17,music,1.1,0.0
2024-02-17,news,6.433333333333334,0.0
2024-02-17,other,2.716666666666667,0.0
2024-02-17,photo,0.0,0.0
2024-02-17,productivity,0.55,30.483333333333334
2024-02-17,reference,6.166666666666667,0.0
2024-02-17,shopping,0.0,0.0
2024-02-17,social,2.85,0.0
2024-02-17,streaming,0.0,0.0
2024-02-17,utilities,0.0,0.0
2024-02-17,youtube,0.0,0.0
2024-02-18,browser,10.383333333333333,120.03333333333333
2024-02-18,communication,7.0,0.0
2024-02-18,dasher,0.0,0.0
2024-02-18,data entry,4.833333333333333,0.0
2024-02-18,finance,3.6333333333333333,0.0
2024-02-18,games,0.0,0.0
2024-02-18,journal,12.916666666666666,0.0
2024-02-18,maps,0.0,0.0
2024-02-18,music,0.6833333333333333,1.2166666666666666
2024-02-18,news,27.48333333333333,0.0
2024-02-18,other,3.466666666666667,0.45
2024-02-18,photo,0.05,0.0
2024-02-18,productivity,4.1,72.55
2024-02-18,reference,4.966666666666667,0.0
2024-02-18,shopping,0.0,0.0
2024-02-18,social,14.083333333333334,0.0
2024-02-18,streaming,0.0,0.0
2024-02-18,utilities,1.3166666666666667,0.0
2024-02-18,youtube,0.0,0.0
2024-02-19,browser,15.1,103.23333333333333
2024-02-19,communication,8.933333333333334,0.0
2024-02-19,dasher,0.0,0.0
2024-02-19,data entry,7.283333333333333,0.0
2024-02-19,finance,1.2666666666666666,0.0
2024-02-19,games,0.0,0.0
2024-02-19,journal,2.5166666666666666,0.0
2024-02-19,maps,1.1,0.0
2024-02-19,music,1.6,0.0
2024-02-19,news,3.183333333333333,0.0
2024-02-19,other,2.3666666666666667,0.0
2024-02-19,photo,3.783333333333333,0.0
2024-02-19,productivity,7.133333333333334,67.18333333333334
2024-02-19,reference,9.483333333333334,0.0
2024-02-19,shopping,0.0,0.0
2024-02-19,social,1.55,0.0
2024-02-19,streaming,25.3,0.0
2024-02-19,utilities,0.0,0.0
2024-02-19,youtube,14.533333333333333,0.0
2024-02-20,browser,3.333333333333333,83.05
2024-02-20,communication,5.216666666666667,3.0833333333333335
2024-02-20,dasher,0.0,0.0
2024-02-20,data entry,2.1333333333333333,0.0
2024-02-20,finance,0.0,0.0
2024-02-20,games,0.0,0.0
2024-02-20,journal,15.85,0.0
2024-02-20,maps,0.8166666666666667,0.3
2024-02-20,music,1.0333333333333332,0.16666666666666669
2024-02-20,news,27.683333333333334,0.0
2024-02-20,other,4.3500000000000005,0.18333333333333332
2024-02-20,photo,0.18333333333333332,0.0
2024-02-20,productivity,13.766666666666666,238.51666666666668
2024-02-20,reference,24.083333333333332,0.0
2024-02-20,shopping,0.0,0.0
2024-02-20,social,0.1,0.0
2024-02-20,streaming,32.45,0.0
2024-02-20,utilities,3.583333333333333,1.7166666666666668
2024-02-20,youtube,1.4333333333333333,0.0
2024-02-21,browser,9.583333333333334,28.78333333333333
2024-02-21,communication,6.6,0.0
2024-02-21,dasher,0.0,0.0
2024-02-21,data entry,10.15,0.0
2024-02-21,finance,1.6333333333333333,0.0
2024-02-21,games,0.0,0.0
2024-02-21,journal,0.0,0.0
2024-02-21,maps,0.2,0.0
2024-02-21,music,0.5666666666666667,0.0
2024-02-21,news,12.3,0.0
2024-02-21,other,2.9,0.0
2024-02-21,photo,0.03333333333333333,0.0
2024-02-21,productivity,9.15,270.8
2024-02-21,reference,3.7,0.0
2024-02-21,shopping,0.0,0.0
2024-02-21,social,21.583333333333332,0.0
2024-02-21,streaming,0.0,0.0
2024-02-21,utilities,0.0,0.0
2024-02-21,youtube,0.0,0.0
2024-02-23,browser,0.0,97.43333333333334
2024-02-23,communication,3.2333333333333334,4.95
2024-02-23,dasher,0.0,0.0
2024-02-23,data entry,0.0,0.0
2024-02-23,finance,0.0,0.0
2024-02-23,games,0.0,0.0
2024-02-23,journal,0.0,0.0
2024-02-23,maps,0.0,0.0
2024-02-23,music,0.0,0.0
2024-02-23,news,0.0,0.0
2024-02-23,other,5.533333333333333,0.0
2024-02-23,photo,0.0,0.0
2024-02-23,productivity,0.6166666666666667,84.03333333333333
2024-02-23,reference,4.566666666666666,0.0
2024-02-23,shopping,0.0,0.0
2024-02-23,social,0.0,0.0
2024-02-23,streaming,0.0,0.0
2024-02-23,utilities,0.31666666666666665,0.0
2024-02-23,youtube,0.0,0.0
2024-02-24,browser,0.0,83.96666666666667
2024-02-24,communication,10.366666666666667,0.0
2024-02-24,dasher,0.0,0.0
2024-02-24,data entry,2.3666666666666663,0.0
2024-02-24,finance,0.0,0.0
2024-02-24,games,0.0,0.0
2024-02-24,journal,9.8,0.0
2024-02-24,maps,0.0,0.0
2024-02-24,music,0.0,0.0
2024-02-24,news,0.0,0.0
2024-02-24,other,2.6333333333333333,0.1
2024-02-24,photo,0.11666666666666667,0.0
2024-02-24,productivity,0.13333333333333333,293.3
2024-02-24,reference,30.066666666666666,0.0
2024-02-24,shopping,0.0,0.0
2024-02-24,social,2.3,0.0
2024-02-24,streaming,0.0,0.0
2024-02-24,utilities,0.0,0.0
2024-02-24,youtube,14.466666666666667,0.0
2024-02-26,browser,4.183333333333334,150.86666666666667
2024-02-26,communication,19.05,0.0
2024-02-26,dasher,0.0,0.0
2024-02-26,data entry,6.283333333333333,0.0
2024-02-26,finance,1.5166666666666666,0.0
2024-02-26,games,0.0,0.0
2024-02-26,journal,7.4,0.0
2024-02-26,maps,4.733333333333333,0.0
2024-02-26,music,0.5833333333333334,0.0
2024-02-26,news,2.4,0.0
2024-02-26,other,3.4833333333333334,0.0
2024-02-26,photo,0.13333333333333333,0.18333333333333335
2024-02-26,productivity,11.666666666666668,63.916666666666664
2024-02-26,reference,8.35,0.0
2024-02-26,shopping,0.0,0.0
2024-02-26,social,19.533333333333335,0.0
2024-02-26,streaming,0.0,0.0
2024-02-26,utilities,0.0,0.016666666666666666
2024-02-26,youtube,0.06666666666666667,0.0
2024-02-27,browser,0.0,184.33333333333334
2024-02-27,communication,0.0,8.15
2024-02-27,dasher,0.0,0.0
2024-02-27,data entry,0.0,0.0
2024-02-27,finance,0.0,0.0
2024-02-27,games,0.0,0.0
2024-02-27,journal,0.0,0.0
2024-02-27,maps,1.5666666666666667,0.0
2024-02-27,music,0.0,1.75
2024-02-27,news,0.0,0.0
2024-02-27,other,0.0,0.3
2024-02-27,photo,0.0,0.0
2024-02-27,productivity,0.0,128.41666666666666
2024-02-27,reference,0.8333333333333334,0.0
2024-02-27,shopping,0.0,0.0
2024-02-27,social,0.0,0.0
2024-02-27,streaming,0.0,0.0
2024-02-27,utilities,0.0,0.0
2024-02-27,youtube,0.0,0.0
2024-02-28,browser,5.033333333333333,42.233333333333334
2024-02-28,communication,15.066666666666666,0.4166666666666667
2024-02-28,dasher,0.0,0.0
2024-02-28,data entry,0.0,0.0
2024-02-28,finance,0.0,0.0
2024-02-28,games,0.0,0.0
2024-02-28,journal,0.8166666666666667,0.0
2024-02-28,maps,1.6166666666666667,0.0
2024-02-28,music,0.0,0.0
2024-02-28,news,10.0,0.0
2024-02-28,other,3.1166666666666667,0.0
2024-02-28,photo,0.05,0.016666666666666666
2024-02-28,productivity,4.35,102.56666666666666
2024-02-28,reference,2.566666666666667,0.0
2024-02-28,shopping,0.0,0.0
2024-02-28,social,24.03333333333333,0.0
2024-02-28,streaming,0.0,0.0
2024-02-28,utilities,0.0,0.0
2024-02-28,youtube,0.0,0.0
2024-02-29,browser,0.0,109.6
2024-02-29,communication,4.816666666666666,1.2
2024-02-29,dasher,0.0,0.0
2024-02-29,data entry,0.23333333333333334,0.0
2024-02-29,finance,1.45,0.0
2024-02-29,games,0.0,0.0
2024-02-29,journal,0.0,0.0
2024-02-29,maps,0.0,0.0
2024-02-29,music,0.43333333333333335,0.0
2024-02-29,news,8.416666666666668,0.0
2024-02-29,other,2.1166666666666667,0.0
2024-02-29,photo,0.016666666666666666,0.0
2024-02-29,productivity,1.4666666666666668,265.3
2024-02-29,reference,9.316666666666666,5.066666666666666
2024-02-29,shopping,0.0,0.0
2024-02-29,social,22.21666666666667,0.0
2024-02-29,streaming,0.0,0.0
2024-02-29,utilities,5.516666666666667,0.016666666666666666
2024-02-29,youtube,0.0,0.0
2024-03-01,browser,0.0,153.78333333333333
2024-03-01,communication,7.15,0.0
2024-03-01,dasher,0.0,0.0
2024-03-01,data entry,0.2,0.0
2024-03-01,finance,1.05,0.0
2024-03-01,games,0.8166666666666667,0.0
2024-03-01,journal,0.0,0.0
2024-03-01,maps,0.0,0.0
2024-03-01,music,0.0,0.0
2024-03-01,news,0.8333333333333334,0.0
2024-03-01,other,2.716666666666667,0.0
2024-03-01,photo,0.03333333333333333,0.03333333333333333
2024-03-01,productivity,3.666666666666667,40.81666666666667
2024-03-01,reference,2.3333333333333335,0.0
2024-03-01,shopping,0.0,0.0
2024-03-01,social,34.016666666666666,0.0
2024-03-01,streaming,0.0,0.0
2024-03-01,utilities,0.35,0.0
2024-03-01,youtube,0.0,0.0
2024-03-03,browser,2.7,138.31666666666666
2024-03-03,communication,1.35,0.0
2024-03-03,dasher,0.0,0.0
2024-03-03,data entry,0.0,0.0
2024-03-03,finance,0.0,0.0
2024-03-03,games,0.0,0.0
2024-03-03,journal,0.0,0.0
2024-03-03,maps,0.0,0.0
2024-03-03,music,5.683333333333334,0.0
2024-03-03,news,0.0,0.0
2024-03-03,other,1.2,0.05
2024-03-03,photo,0.43333333333333335,0.0
2024-03-03,productivity,0.0,51.31666666666667
2024-03-03,reference,0.7833333333333334,0.0
2024-03-03,shopping,0.0,0.0
2024-03-03,social,1.05,0.0
2024-03-03,streaming,0.0,0.0
2024-03-03,utilities,0.0,0.0
2024-03-03,youtube,0.0,0.0
2024-03-04,browser,0.08333333333333334,226.33333333333334
2024-03-04,communication,2.333333333333333,0.11666666666666667
2024-03-04,dasher,0.0,0.0
2024-03-04,data entry,0.0,0.0
2024-03-04,finance,0.0,0.0
2024-03-04,games,0.0,0.0
2024-03-04,journal,0.0,0.0
2024-03-04,maps,0.0,0.0
2024-03-04,music,0.0,0.0
2024-03-04,news,2.9,0.0
2024-03-04,other,2.15,0.0
2024-03-04,photo,0.0,0.0
2024-03-04,productivity,5.683333333333334,116.75
2024-03-04,reference,4.4,0.0
2024-03-04,shopping,0.0,0.0
2024-03-04,social,19.25,0.0
2024-03-04,streaming,0.0,0.0
2024-03-04,utilities,0.15,0.0
2024-03-04,youtube,0.0,0.0
2024-03-07,browser,16.46666666666667,282.25
2024-03-07,communication,10.183333333333334,4.133333333333333
2024-03-07,dasher,0.0,0.0
2024-03-07,data entry,0.0,0.0
2024-03-07,finance,0.0,0.0
2024-03-07,games,0.0,0.0
2024-03-07,journal,0.0,0.0
2024-03-07,maps,0.9500000000000001,0.0
2024-03-07,music,0.0,0.0
2024-03-07,news,8.866666666666667,0.0
2024-03-07,other,1.3666666666666667,7.016666666666667
2024-03-07,photo,0.13333333333333333,0.0
2024-03-07,productivity,4.216666666666667,128.53333333333333
2024-03-07,reference,1.1,0.0
2024-03-07,shopping,0.0,0.0
2024-03-07,social,11.016666666666667,0.0
2024-03-07,streaming,0.0,0.0
2024-03-07,utilities,0.6833333333333333,0.11666666666666667
