app,usage,start_time,end_time,created_at,tz,device_id,device_model
com.apple.finder,4,1713238487,1713238491,1713238491.2229528,-18000,,
com.apple.Terminal,3,1713238484,1713238487,1713238487.7944489,-18000,,
com.apple.finder,16,1713238468,1713238484,1713238484.824403,-18000,,
com.google.Chrome,18,1713238450,1713238468,1713238468.3519769,-18000,,
com.microsoft.Outlook,80,1713238370,1713238450,1713238450.554615,-18000,,
com.google.Chrome,5,1713238365,1713238370,1713238370.162795,-18000,,
com.microsoft.Outlook,120,1713238245,1713238365,1713238365.5136561,-18000,,
com.google.Chrome,1,1713238244,1713238245,1713238245.191537,-18000,,
com.microsoft.Outlook,56,1713238188,1713238244,1713238244.416606,-18000,,
com.google.Chrome,119,1713238069,1713238188,1713238188.830302,-18000,,
com.microsoft.Outlook,2,1713238067,1713238069,1713238069.821233,-18000,,
com.google.Chrome,7,1713238060,1713238067,1713238067.0487962,-18000,,
com.microsoft.Outlook,4,1713238056,1713238060,1713238060.782185,-18000,,
com.google.Chrome,31,1713238025,1713238056,1713238057.001076,-18000,,
com.microsoft.Outlook,70,1713237955,1713238025,1713238025.350377,-18000,,
com.google.Chrome,10,1713237945,1713237955,1713237955.8292809,-18000,,
com.microsoft.Outlook,1,1713237944,1713237945,1713237945.6385489,-18000,,
com.google.Chrome,10,1713237934,1713237944,1713237944.884934,-18000,,
com.microsoft.Outlook,1,1713237933,1713237934,1713237934.565783,-18000,,
com.google.Chrome,10,1713237923,1713237933,1713237933.3786268,-18000,,
com.microsoft.Outlook,1,1713237922,1713237923,1713237923.303163,-18000,,
com.google.Chrome,11,1713237911,1713237922,1713237922.332748,-18000,,
com.microsoft.Outlook,1,1713237910,1713237911,1713237911.9768372,-18000,,
com.google.Chrome,10,1713237900,1713237910,1713237910.7719321,-18000,,
com.microsoft.Outlook,2,1713237898,1713237900,1713237900.787871,-18000,,
com.google.Chrome,32,1713237866,1713237898,1713237898.6923618,-18000,,
com.microsoft.Outlook,3,1713237863,1713237866,1713237866.186996,-18000,,
com.google.Chrome,6,1713237857,1713237863,1713237864.042438,-18000,,
com.microsoft.Outlook,3,1713237854,1713237857,1713237857.3210878,-18000,,
com.google.Chrome,2,1713237852,1713237854,1713237854.674501,-18000,,
com.microsoft.Outlook,3,1713237849,1713237852,1713237852.3820682,-18000,,
com.google.Chrome,7,1713237842,1713237849,1713237849.742124,-18000,,
com.microsoft.Outlook,68,1713237774,1713237842,1713237842.981286,-18000,,
com.google.Chrome,6,1713237768,1713237774,1713237774.180731,-18000,,
com.microsoft.Outlook,441,1713237327,1713237768,1713237768.068227,-18000,,
com.google.Chrome,45,1713237282,1713237327,1713237327.465419,-18000,,
com.microsoft.Outlook,4,1713237278,1713237282,1713237283.0149121,-18000,,
com.google.Chrome,1,1713237277,1713237278,1713237278.137147,-18000,,
com.microsoft.Outlook,2,1713237268,1713237270,1713237270.155871,-18000,,
com.apple.finder,1,1713237267,1713237268,1713237268.115145,-18000,,
com.google.Chrome,43,1713237224,1713237267,1713237267.18471,-18000,,
com.apple.finder,1,1713237223,1713237224,1713237225.303783,-18000,,
com.google.Chrome,1,1713237222,1713237223,1713237223.5257711,-18000,,
com.microsoft.Outlook,27,1713237195,1713237222,1713237222.501231,-18000,,
com.google.Chrome,277,1713236918,1713237195,1713237195.561338,-18000,,
com.leomehlig.today,1,1713236917,1713236918,1713236918.344658,-18000,,
com.google.Chrome,11,1713236906,1713236917,1713236917.839232,-18000,,
com.apple.iCal,21,1713236885,1713236906,1713236906.266145,-18000,,
com.google.Chrome,41,1713236844,1713236885,1713236885.850933,-18000,,
com.apple.iCal,4,1713236840,1713236844,1713236844.9154491,-18000,,
com.google.Chrome,32,1713236808,1713236840,1713236840.9111772,-18000,,
com.apple.iCal,2,1713236806,1713236808,1713236808.3598871,-18000,,
com.apple.MobileSMS,2,1713236804,1713236806,1713236806.921865,-18000,,
com.apple.iCal,8,1713236796,1713236804,1713236804.71345,-18000,,
com.apple.MobileSMS,17,1713236779,1713236796,1713236796.825774,-18000,,
com.apple.iCal,27,1713236752,1713236779,1713236779.60498,-18000,,
com.apple.MobileSMS,9,1713236743,1713236752,1713236752.548857,-18000,,
com.leomehlig.today,64,1713236679,1713236743,1713236743.825091,-18000,,
com.google.Chrome,585,1713236094,1713236679,1713236679.946706,-18000,,
com.leomehlig.today,2,1713236092,1713236094,1713236094.620163,-18000,,
com.google.Chrome,681,1713235411,1713236092,1713236092.9874191,-18000,,
com.leomehlig.today,11,1713235400,1713235411,1713235411.860332,-18000,,
com.google.Chrome,729,1713234671,1713235400,1713235400.0666862,-18000,,
com.leomehlig.today,6,1713234649,1713234655,1713234656.4583921,-18000,,
com.google.Chrome,3,1713234646,1713234649,1713234649.659029,-18000,,
com.google.Chrome,235,1713230240,1713230475,1713230475.66817,-18000,,
com.leomehlig.today,6,1713230234,1713230240,1713230240.137425,-18000,,
com.google.Chrome,15,1713230219,1713230234,1713230234.656431,-18000,,
com.google.Chrome,16,1713229832,1713229848,1713229848.699023,-18000,,
com.apple.MobileSMS,3,1713229788,1713229791,1713229791.700825,-18000,,
com.google.Chrome,3,1713229785,1713229788,1713229788.862311,-18000,,
com.leomehlig.today,45,1713229740,1713229785,1713229785.140369,-18000,,
com.leomehlig.today,81,1713227981,1713228062,1713228062.381108,-18000,,
com.google.Chrome,58,1713227923,1713227981,1713227981.814847,-18000,,
com.leomehlig.today,4,1713227919,1713227923,1713227923.86279,-18000,,
com.google.Chrome,627,1713227292,1713227919,1713227919.3461761,-18000,,
com.leomehlig.today,7,1713227285,1713227292,1713227292.639976,-18000,,
com.google.Chrome,1339,1713225946,1713227285,1713227285.498771,-18000,,
com.leomehlig.today,9,1713225937,1713225946,1713225946.7450309,-18000,,
com.google.Chrome,517,1713225420,1713225937,1713225937.713279,-18000,,
com.leomehlig.today,32,1713225388,1713225420,1713225420.920202,-18000,,
com.google.Chrome,373,1713225015,1713225388,1713225388.18928,-18000,,
com.leomehlig.today,48,1713224967,1713225015,1713225015.095238,-18000,,
com.google.Chrome,1315,1713223652,1713224967,1713224967.216886,-18000,,
com.google.Chrome,7,1713215999,1713216006,1713216007.01265,-18000,,
com.leomehlig.today,194,1713215805,1713215999,1713215999.13169,-18000,,
com.google.Chrome,774,1713215031,1713215805,1713215805.6008,-18000,,
com.google.Chrome,310,1713214321,1713214631,1713214631.306264,-18000,,
com.leomehlig.today,2,1713214319,1713214321,1713214321.898376,-18000,,
com.google.Chrome,631,1713213688,1713214319,1713214319.375558,-18000,,
com.leomehlig.today,33,1713213655,1713213688,1713213688.09089,-18000,,
com.google.Chrome,1243,1713212412,1713213655,1713213655.578141,-18000,,
com.leomehlig.today,3,1713212409,1713212412,1713212412.372791,-18000,,
com.google.Chrome,618,1713211791,1713212409,1713212409.204421,-18000,,
com.google.Chrome,325,1713211005,1713211330,1713211330.16524,-18000,,
com.google.Chrome,308,1713209694,1713210002,1713210002.29466,-18000,,
com.google.Chrome,345,1713209265,1713209610,1713209610.9321089,-18000,,
com.google.Chrome,434,1713208664,1713209098,1713209098.227483,-18000,,
com.leomehlig.today,15,1713208649,1713208664,1713208664.5133948,-18000,,
com.google.Chrome,79,1713208570,1713208649,1713208649.265564,-18000,,
com.google.Chrome,56,1713203849,1713203905,1713203905.542551,-18000,,
com.leomehlig.today,41,1713203808,1713203849,1713203849.678115,-18000,,
com.google.Chrome,591,1713203217,1713203808,1713203809.007302,-18000,,
com.apple.MobileSMS,4,1713203213,1713203217,1713203217.5368981,-18000,,
com.google.Chrome,45,1713203168,1713203213,1713203213.2836561,-18000,,
com.leomehlig.today,54,1713203114,1713203168,1713203168.191838,-18000,,
com.google.Chrome,2,1713203112,1713203114,1713203114.854738,-18000,,
com.leomehlig.today,20,1713203092,1713203112,1713203112.3100948,-18000,,
com.google.Chrome,513,1713202579,1713203092,1713203092.239227,-18000,,
com.leomehlig.today,25,1713202554,1713202579,1713202579.301597,-18000,,
com.google.Chrome,2,1713202552,1713202554,1713202554.459262,-18000,,
com.google.Chrome,318,1713201898,1713202216,1713202216.2740421,-18000,,
com.google.Chrome,74,1713196933,1713197007,1713197007.601263,-18000,,
com.apple.finder,65,1713196868,1713196933,1713196933.6873798,-18000,,
com.google.Chrome,11,1713196857,1713196868,1713196868.5421782,-18000,,
com.apple.finder,24,1713196833,1713196857,1713196857.61474,-18000,,
com.apple.archiveutility,1,1713196832,1713196833,1713196833.175181,-18000,,
com.apple.finder,3,1713196829,1713196832,1713196832.876103,-18000,,
com.apple.archiveutility,0,1713196829,1713196829,1713196829.4593391,-18000,,
com.apple.finder,9,1713196820,1713196829,1713196829.187952,-18000,,
com.google.Chrome,6,1713196814,1713196820,1713196820.100275,-18000,,
com.apple.finder,37,1713196777,1713196814,1713196814.441465,-18000,,
com.google.Chrome,12,1713196765,1713196777,1713196777.41328,-18000,,
com.apple.finder,1,1713196764,1713196765,1713196766.004924,-18000,,
com.google.Chrome,12,1713196752,1713196764,1713196764.605176,-18000,,
com.apple.finder,4,1713196748,1713196752,1713196752.929421,-18000,,
com.google.Chrome,1,1713196747,1713196748,1713196748.654553,-18000,,
com.leomehlig.today,7,1713196740,1713196747,1713196747.51601,-18000,,
com.google.Chrome,34,1713196706,1713196740,1713196740.902423,-18000,,
com.leomehlig.today,59,1713196647,1713196706,1713196706.788876,-18000,,
com.google.Chrome,87,1713196560,1713196647,1713196648.036532,-18000,,
com.leomehlig.today,79,1713196481,1713196560,1713196560.843793,-18000,,
com.google.Chrome,6,1713196475,1713196481,1713196481.997179,-18000,,
com.google.Chrome,258,1713194385,1713194643,1713194643.717598,-18000,,
com.leomehlig.today,21,1713194364,1713194385,1713194385.605766,-18000,,
com.google.Chrome,185,1713194179,1713194364,1713194364.888444,-18000,,
com.microsoft.Powerpoint,217,1713193962,1713194179,1713194179.2478719,-18000,,
com.google.Chrome,931,1713193031,1713193962,1713193962.982184,-18000,,
com.microsoft.Powerpoint,568,1713192463,1713193031,1713193031.645063,-18000,,
com.google.Chrome,340,1713192123,1713192463,1713192463.602998,-18000,,
com.leomehlig.today,14,1713192092,1713192106,1713192108.2691422,-18000,,
com.google.Chrome,151,1713191941,1713192092,1713192092.0858421,-18000,,
com.google.Chrome,264,1713154602,1713154866,1713154866.704433,-18000,,
com.google.Chrome,1004,1713153517,1713154521,1713154521.933068,-18000,,
com.apple.finder,11,1713153506,1713153517,1713153517.793686,-18000,,
com.apple.finder,4,1713150263,1713150267,1713150267.37878,-18000,,
com.apple.MobileSMS,3,1713150260,1713150263,1713150263.112853,-18000,,
com.apple.finder,7,1713150253,1713150260,1713150260.212235,-18000,,
com.hnc.Discord,33,1713150220,1713150253,1713150253.136352,-18000,,
com.google.Chrome,4,1713150216,1713150220,1713150220.301678,-18000,,
com.leomehlig.today,83,1713150133,1713150216,1713150216.573032,-18000,,
com.google.Chrome,15,1713150118,1713150133,1713150133.413203,-18000,,
com.leomehlig.today,39,1713150079,1713150118,1713150118.36403,-18000,,
com.google.Chrome,474,1713149605,1713150079,1713150079.832864,-18000,,
com.leomehlig.today,5,1713149600,1713149605,1713149605.898759,-18000,,
com.apple.Preview,1236,1713148364,1713149600,1713149601.0315142,-18000,,
com.leomehlig.today,1,1713148363,1713148364,1713148364.6035829,-18000,,
com.google.Chrome,2,1713148361,1713148363,1713148363.086283,-18000,,
com.apple.Photos,2,1713148359,1713148361,1713148362.0264149,-18000,,
com.google.Chrome,3,1713148356,1713148359,1713148360.046006,-18000,,
com.apple.MobileSMS,10,1713148346,1713148356,1713148356.850981,-18000,,
com.google.Chrome,98,1713148248,1713148346,1713148346.981851,-18000,,
com.apple.MobileSMS,29,1713148219,1713148248,1713148248.6510901,-18000,,
com.apple.Preview,11,1713148208,1713148219,1713148219.250129,-18000,,
com.google.Chrome,77,1713148131,1713148208,1713148208.993483,-18000,,
com.apple.finder,1,1713148130,1713148131,1713148131.785143,-18000,,
com.apple.Photos,5,1713148125,1713148130,1713148130.785764,-18000,,
com.apple.finder,1,1713148124,1713148125,1713148125.8295388,-18000,,
com.apple.Photos,3,1713148121,1713148124,1713148124.273185,-18000,,
com.apple.finder,2,1713148119,1713148121,1713148121.13375,-18000,,
com.google.Chrome,22,1713148097,1713148119,1713148119.874545,-18000,,
com.apple.Photos,5,1713148092,1713148097,1713148097.4143372,-18000,,
com.google.Chrome,1,1713148091,1713148092,1713148092.945281,-18000,,
com.apple.Photos,44,1713148047,1713148091,1713148092.043075,-18000,,
com.google.Chrome,32,1713148015,1713148047,1713148047.274966,-18000,,
com.apple.Preview,91,1713147924,1713148015,1713148015.483696,-18000,,
com.google.Chrome,46,1713147878,1713147924,1713147924.469635,-18000,,
com.apple.Preview,667,1713147211,1713147878,1713147878.2292361,-18000,,
com.google.Chrome,16,1713147195,1713147211,1713147211.2696939,-18000,,
com.apple.Preview,17,1713147178,1713147195,1713147195.4624538,-18000,,
com.leomehlig.today,26,1713147152,1713147178,1713147178.33336,-18000,,
com.google.Chrome,4,1713147148,1713147152,1713147152.359527,-18000,,
com.apple.iCal,235,1713146913,1713147148,1713147148.150406,-18000,,
com.google.Chrome,16,1713146897,1713146913,1713146913.272676,-18000,,
com.apple.Preview,19,1713146878,1713146897,1713146897.5368729,-18000,,
com.google.Chrome,2,1713146876,1713146878,1713146878.167023,-18000,,
com.apple.Preview,27,1713146849,1713146876,1713146876.613256,-18000,,
com.google.Chrome,14,1713146835,1713146849,1713146849.713091,-18000,,
