app,usage,start_time,end_time,created_at,tz,device_id,device_model
com.apple.finder,3,1750124923,1750124926,1750124926.0861769,-18000,,
com.apple.Terminal,11,1750124912,1750124923,1750124923.768503,-18000,,
com.apple.finder,4,1750124908,1750124912,1750124912.7634192,-18000,,
com.apple.Terminal,1,1750124907,1750124908,1750124908.270697,-18000,,
com.apple.finder,19,1750124888,1750124907,1750124907.2849731,-18000,,
com.apple.Notes,5,1750124883,1750124888,1750124888.530381,-18000,,
com.microsoft.VSCode,6,1750124877,1750124883,1750124884.0511398,-18000,,
com.google.Chrome,286,1750124591,1750124877,1750124877.34481,-18000,,
com.microsoft.VSCode,34,1750124557,1750124591,1750124591.159138,-18000,,
com.google.Chrome,10,1750124547,1750124557,1750124557.914356,-18000,,
com.microsoft.VSCode,2,1750124545,1750124547,1750124547.2300491,-18000,,
com.google.Chrome,2,1750124543,1750124545,1750124545.746731,-18000,,
com.microsoft.VSCode,2,1750124541,1750124543,1750124543.517205,-18000,,
com.google.Chrome,6,1750124535,1750124541,1750124541.8558788,-18000,,
com.microsoft.VSCode,5,1750124530,1750124535,1750124535.451377,-18000,,
com.google.Chrome,39,1750124491,1750124530,1750124530.185979,-18000,,
com.microsoft.VSCode,4,1750124487,1750124491,1750124491.544183,-18000,,
com.google.Chrome,3,1750124484,1750124487,1750124487.7860699,-18000,,
com.microsoft.VSCode,4,1750124480,1750124484,1750124484.4283872,-18000,,
com.google.Chrome,336,1750124144,1750124480,1750124480.260685,-18000,,
com.microsoft.VSCode,1,1750124143,1750124144,1750124144.274338,-18000,,
com.google.Chrome,129,1750124014,1750124143,1750124143.6307058,-18000,,
com.microsoft.VSCode,1,1750124013,1750124014,1750124014.0446,-18000,,
com.google.Chrome,309,1750123704,1750124013,1750124013.378542,-18000,,
com.microsoft.VSCode,3,1750123701,1750123704,1750123704.168586,-18000,,
com.google.Chrome,240,1750123461,1750123701,1750123701.1476011,-18000,,
com.microsoft.VSCode,1,1750123460,1750123461,1750123461.72861,-18000,,
com.apple.Notes,0,1750123460,1750123460,1750123460.988562,-18000,,
com.microsoft.VSCode,2,1750123458,1750123460,1750123460.074679,-18000,,
com.google.Chrome,52,1750123406,1750123458,1750123458.385988,-18000,,
com.microsoft.VSCode,2,1750123404,1750123406,1750123406.760693,-18000,,
